,section_num,Vid idx,title,duration,done
333,11,323,323. Saving Food 101 Class Names to a Text File and Reading them Back In,0 days 00:07:00,False
334,11,324,324. Turning Our EffNetB2 Feature Extractor Creation Function into a Python Script,0 days 00:02:00,False
335,11,325,325. Creating an App Script for Our Food Vision Big Model Gradio Demo,0 days 00:11:00,False
336,11,326,326. Zipping and Downloading Our Food Vision Big App Files,0 days 00:04:00,False
337,11,327,327. Deploying Food Vision Big to Hugging Face Spaces,0 days 00:14:00,False
338,11,328,"328. PyTorch Mode Deployment: Main Takeaways, Extra-Curriculum and Exercises",0 days 00:06:00,False
339,12,-1,Section 12: Introduction to PyTorch 2.0 and torch.compile,0 days 00:00:00,True
340,12,329,329. Introduction to PyTorch 2.0,0 days 00:06:00,False
341,12,330,330. What We Are Going to Cover and PyTorch 2 Reference Materials,0 days 00:01:00,False
342,12,331,331. Getting Started with PyTorch 2 in Google Colab,0 days 00:04:00,False
343,12,332,332. PyTorch 2.0 - 30 Second Intro,0 days 00:03:00,False
344,12,333,333. Getting Setup for PyTorch 2,0 days 00:02:00,False
345,12,334,334. Getting Info from Our GPUs and Seeing if They're Capable of Using PyTorch 2,0 days 00:07:00,False
346,12,335,335. Setting the Default Device in PyTorch 2,0 days 00:10:00,False
347,12,336,336. Discussing the Experiments We Are Going to Run for PyTorch 2,0 days 00:07:00,False
348,12,337,337. Introduction to PyTorch 2,0 days 00:06:00,False
349,12,338,338. Creating a Function to Setup Our Model and Transforms,0 days 00:10:00,False
350,12,339,339. Discussing How to Get Better Relative Speedups for Training Models,0 days 00:08:00,False
351,12,340,340. Setting the Batch Size and Data Size Programmatically,0 days 00:07:00,False
352,12,341,341. Getting More Potential Speedups with TensorFloat-32,0 days 00:10:00,False
353,12,342,342. Downloading the CIFAR10 Dataset,0 days 00:07:00,False
354,12,343,343. Creating Training and Test DataLoaders,0 days 00:08:00,False
355,12,344,344. Preparing Training and Testing Loops with Timing Steps for PyTorch 2.0 timing,0 days 00:05:00,False
356,12,345,345. Experiment 1 - Single Run without torch.compile,0 days 00:08:00,False
357,12,346,346. Experiment 2  - Single Run with torch.compile,0 days 00:11:00,False
358,12,347,347. Comparing the Results of Experiment 1 and 2,0 days 00:11:00,False
359,12,348,348. Saving the Results of Experiment 1 and 2,0 days 00:05:00,False
360,12,349,349. Preparing Functions for Experiment 3 and 4,0 days 00:13:00,False
361,12,350,350. Experiment 3 - Training a Non-Compiled Model for Multiple Runs,0 days 00:13:00,False
362,12,351,351. Experiment 4 - Training a Compiled Model for Multiple Runs,0 days 00:10:00,False
363,12,352,352. Comparing the Results of Experiment 3 and 4,0 days 00:05:00,False
364,12,353,353. Potential Extensions and Resources to Learn More,0 days 00:06:00,False
365,13,-1,Section 13: Bonus Section,0 days 00:00:00,True
366,13,354,354. Special Bonus Lecture,0 days 00:01:00,False
367,14,-1,Section 14: Where To Go From Here?,0 days 00:00:00,True
368,14,355,355. Thank You!,0 days 00:01:00,False
369,14,356,356. Become An Alumni,0 days 00:01:00,False
370,14,357,357. Endorsements on LinkedIn,0 days 00:01:00,False
371,14,358,358. Learning Guideline,0 days 00:01:00,False
